mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_class_weight,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.7604997158050537,0.1023799545155018,0.07949223518371581,0.017221656363290608,200,2,1,sqrt,,balanced_subsample,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': None, 'class_weight': 'balanced_subsample'}",0.7396616541353384,0.8511278195488722,0.8185328185328185,0.8503861003861004,0.8704633204633205,0.82603434261329,0.04628852761231427,44
0.6729602813720703,0.09242763515629063,0.07320537567138671,0.011684958384996676,200,5,1,log2,20,balanced,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 20, 'class_weight': 'balanced'}",0.7402255639097743,0.8593984962406015,0.813899613899614,0.8583011583011583,0.8729729729729729,0.8289595610648242,0.04863160040661239,32
1.7773391723632812,0.10481365755331012,0.11396331787109375,0.0031061573460795587,500,10,1,sqrt,10,balanced_subsample,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 10, 'class_weight': 'balanced_subsample'}",0.7421052631578947,0.849624060150376,0.8285714285714286,0.8536679536679537,0.883011583011583,0.8313960577118472,0.04790257695824591,19
2.248281145095825,0.04519799317353501,0.16208124160766602,0.005178601943777146,800,10,1,sqrt,20,balanced,"{'n_estimators': 800, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 20, 'class_weight': 'balanced'}",0.7394736842105263,0.8515037593984963,0.8227799227799228,0.8525096525096525,0.8818532818532818,0.8296240601503759,0.0487940481512988,27
0.7149567604064941,0.013462996466783663,0.06370391845703124,0.003439876484508923,200,10,2,0.5,,balanced_subsample,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 0.5, 'max_depth': None, 'class_weight': 'balanced_subsample'}",0.7609022556390976,0.8462406015037593,0.8135135135135135,0.8540540540540541,0.867953667953668,0.8285328185328187,0.03825800561953554,35
2.1354012489318848,0.045513932540234434,0.18294849395751953,0.02636125831177266,800,2,4,0.5,10,balanced,"{'n_estimators': 800, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 0.5, 'max_depth': 10, 'class_weight': 'balanced'}",0.7684210526315789,0.8522556390977444,0.8138996138996138,0.8548262548262548,0.8718146718146718,0.8322434464539727,0.03711104178257723,13
2.9165563106536867,0.23727820040160763,0.1773613452911377,0.015234702096080731,800,5,1,0.2,30,balanced_subsample,"{'n_estimators': 800, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 0.2, 'max_depth': 30, 'class_weight': 'balanced_subsample'}",0.7319548872180451,0.8398496240601503,0.8223938223938224,0.8517374517374517,0.8895752895752896,0.8271022149969518,0.052435597295591975,40
0.6161150455474853,0.099950300201496,0.09010577201843262,0.02180885960613083,200,2,1,sqrt,30,balanced,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 30, 'class_weight': 'balanced'}",0.7436090225563909,0.8389097744360903,0.8237451737451738,0.8463320463320463,0.8762548262548262,0.8257701686649053,0.04449425859429904,45
0.5021308422088623,0.027522221061828344,0.07522091865539551,0.02197347079477154,200,5,2,sqrt,20,balanced,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 20, 'class_weight': 'balanced'}",0.7428571428571429,0.8439849624060151,0.8177606177606177,0.8544401544401544,0.8814671814671814,0.8281020117862223,0.047259791203635146,37
1.2282914161682128,0.019491530955366324,0.11473584175109863,0.015008479066809135,500,10,4,0.5,10,balanced,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 0.5, 'max_depth': 10, 'class_weight': 'balanced'}",0.768045112781955,0.8563909774436089,0.8123552123552125,0.8513513513513514,0.8756756756756757,0.8327636659215607,0.038341070871815236,12
1.8281755447387695,0.01989897569200815,0.1202805519104004,0.006599150000354469,500,5,4,0.5,5,balanced_subsample,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 0.5, 'max_depth': 5, 'class_weight': 'balanced_subsample'}",0.7710526315789473,0.8635338345864662,0.8223938223938224,0.8586872586872586,0.8833976833976833,0.8398130461288356,0.03962311516075472,4
0.32784180641174315,0.05529686729470833,0.057839250564575194,0.015031313014729398,100,2,1,0.5,10,balanced,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.5, 'max_depth': 10, 'class_weight': 'balanced'}",0.743045112781955,0.8473684210526315,0.7922779922779922,0.8451737451737452,0.8583011583011583,0.8172332859174964,0.043593617626911045,50
0.3450838565826416,0.048308457944009536,0.05419688224792481,0.009921285573294265,100,5,2,0.2,20,balanced,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 0.2, 'max_depth': 20, 'class_weight': 'balanced'}",0.7590225563909775,0.8349624060150376,0.813899613899614,0.8451737451737452,0.8926640926640926,0.8291444828286935,0.04353163656737775,31
0.33884739875793457,0.034290419718869446,0.07315521240234375,0.00951597286103486,100,10,4,0.5,20,balanced,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 0.5, 'max_depth': 20, 'class_weight': 'balanced'}",0.7650375939849624,0.8466165413533835,0.8189189189189189,0.8447876447876448,0.876061776061776,0.8302844950213372,0.03730675800704673,24
0.3444082736968994,0.03294785344418725,0.05126833915710449,0.005905149742306133,100,5,4,0.5,10,balanced,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 0.5, 'max_depth': 10, 'class_weight': 'balanced'}",0.7684210526315789,0.850375939849624,0.8162162162162162,0.8501930501930502,0.8664092664092664,0.8303231050599471,0.03501431236313956,23
1.49118070602417,0.011332774036269417,0.1070094108581543,0.005017645768113692,500,10,4,0.2,20,balanced_subsample,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 0.2, 'max_depth': 20, 'class_weight': 'balanced_subsample'}",0.7383458646616542,0.8368421052631578,0.8324324324324324,0.8498069498069498,0.8884169884169885,0.8291688681162366,0.049506802667744244,30
0.9536127567291259,0.02441327188951399,0.08882994651794433,0.005660289561181518,300,5,1,0.5,20,balanced_subsample,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 0.5, 'max_depth': 20, 'class_weight': 'balanced_subsample'}",0.7503759398496241,0.8462406015037593,0.8046332046332046,0.8501930501930502,0.8722007722007722,0.8247287136760821,0.04312065526429845,46
1.8576802253723144,0.31919737986213487,0.11713075637817383,0.008299704460325413,500,10,1,0.2,30,balanced_subsample,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 0.2, 'max_depth': 30, 'class_weight': 'balanced_subsample'}",0.736842105263158,0.8334586466165413,0.8274131274131274,0.8521235521235521,0.88996138996139,0.8279597642755538,0.050519411187400505,38
1.7207513809204102,0.07235377702275546,0.11435351371765137,0.006860786698733054,500,5,4,sqrt,10,balanced_subsample,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 10, 'class_weight': 'balanced_subsample'}",0.7533834586466166,0.8469924812030075,0.8235521235521236,0.854054054054054,0.8884169884169885,0.833279821174558,0.04502836851260963,11
0.5860153675079346,0.08281628286888218,0.0950314998626709,0.026487939801186928,200,5,2,0.2,10,balanced,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 0.2, 'max_depth': 10, 'class_weight': 'balanced'}",0.7466165413533834,0.8274436090225564,0.8169884169884171,0.8548262548262548,0.8895752895752896,0.8270900223531802,0.047438077132872264,41
2.613251256942749,0.0882264636130275,0.15888357162475586,0.006953161796666843,800,5,4,log2,10,balanced_subsample,"{'n_estimators': 800, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 10, 'class_weight': 'balanced_subsample'}",0.7605263157894737,0.8530075187969925,0.8216216216216216,0.8513513513513513,0.8845559845559845,0.8342125584230846,0.04187993160522432,8
2.2045015335083007,0.40538956829874395,0.2591399669647217,0.1668444307846282,800,2,2,0.2,5,balanced,"{'n_estimators': 800, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 0.2, 'max_depth': 5, 'class_weight': 'balanced'}",0.7428571428571429,0.8458646616541354,0.8281853281853283,0.8436293436293436,0.8976833976833978,0.8316439748018697,0.05020387661965031,16
0.7865449905395507,0.038735134080439736,0.08139576911926269,0.013959006239883642,200,2,4,0.2,20,balanced_subsample,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 0.2, 'max_depth': 20, 'class_weight': 'balanced_subsample'}",0.7466165413533834,0.8451127819548871,0.8281853281853282,0.8528957528957529,0.8810810810810812,0.8307782970940867,0.04542015852311614,21
1.6366729736328125,0.03254722719463524,0.1699230194091797,0.06455159360808767,500,10,1,sqrt,30,balanced_subsample,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 30, 'class_weight': 'balanced_subsample'}",0.7390977443609023,0.8488721804511279,0.827027027027027,0.8544401544401545,0.8768339768339769,0.8292542166226378,0.04778321758623665,28
2.095978355407715,0.09032330026673481,0.18287115097045897,0.01648805824917449,800,2,4,log2,20,balanced,"{'n_estimators': 800, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 20, 'class_weight': 'balanced'}",0.7586466165413535,0.8492481203007519,0.8216216216216217,0.8509652509652509,0.8787644787644788,0.8318492176386914,0.04082256924347406,15
1.0965005874633789,0.055173408258982884,0.08455009460449218,0.00835144843080026,300,2,4,0.5,10,balanced_subsample,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 0.5, 'max_depth': 10, 'class_weight': 'balanced_subsample'}",0.7691729323308271,0.850375939849624,0.8131274131274132,0.8494208494208494,0.8756756756756757,0.8315545620808779,0.0370166143727352,17
0.32704577445983884,0.0591613840410918,0.05046267509460449,0.0034454073541381872,100,2,4,0.2,20,balanced,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 0.2, 'max_depth': 20, 'class_weight': 'balanced'}",0.7357142857142858,0.8406015037593985,0.8247104247104248,0.850965250965251,0.8814671814671815,0.8266917293233084,0.04911996874781664,42
0.7848996639251709,0.05766779709273443,0.07242050170898437,0.009266689775734617,200,2,1,log2,20,balanced_subsample,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 20, 'class_weight': 'balanced_subsample'}",0.7345864661654136,0.8392857142857142,0.8092664092664094,0.8523166023166023,0.8770270270270272,0.8224964438122333,0.049087480982325814,48
0.42612733840942385,0.06179440561152679,0.046490716934204104,0.006796915741788216,100,5,1,0.2,10,balanced_subsample,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 0.2, 'max_depth': 10, 'class_weight': 'balanced_subsample'}",0.7266917293233083,0.8360902255639098,0.8034749034749035,0.8397683397683399,0.8849420849420849,0.8181934566145092,0.05259344295506659,49
0.3800551414489746,0.04011170903733079,0.04559092521667481,0.009759649637946415,100,2,4,0.2,30,balanced_subsample,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 0.2, 'max_depth': 30, 'class_weight': 'balanced_subsample'}",0.7424812030075187,0.8458646616541353,0.8262548262548263,0.8467181467181468,0.8806949806949808,0.8284027636659216,0.04639391192950284,36
0.7610932350158691,0.00990838351313228,0.09278726577758789,0.006528132299058336,300,5,4,0.5,5,balanced,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 0.5, 'max_depth': 5, 'class_weight': 'balanced'}",0.7725563909774437,0.8650375939849624,0.8243243243243243,0.8586872586872587,0.8837837837837839,0.8408778703515546,0.03920109283255048,1
0.6150209903717041,0.12284325758946185,0.10980677604675293,0.0461287736818702,200,10,1,sqrt,20,balanced,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 20, 'class_weight': 'balanced'}",0.7436090225563909,0.8454887218045113,0.8281853281853282,0.850965250965251,0.8745173745173747,0.8285531396057711,0.044983254389936916,34
0.32058348655700686,0.07329489910746634,0.09459710121154785,0.04248074998761211,100,5,2,log2,,balanced,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': None, 'class_weight': 'balanced'}",0.7522556390977444,0.8530075187969925,0.8104247104247104,0.8467181467181467,0.8741312741312741,0.8273074578337736,0.042772749279898256,39
1.742967176437378,0.021485242645135124,0.12995338439941406,0.007465287019279799,500,10,4,log2,10,balanced_subsample,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 10, 'class_weight': 'balanced_subsample'}",0.7639097744360902,0.8507518796992481,0.8231660231660233,0.8525096525096526,0.87992277992278,0.8340520219467589,0.03940085193887674,9
2.2329752922058104,0.14562865214683005,0.16704778671264647,0.02055038362164138,800,5,1,0.5,5,balanced,"{'n_estimators': 800, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 0.5, 'max_depth': 5, 'class_weight': 'balanced'}",0.7612781954887218,0.868421052631579,0.8227799227799228,0.8594594594594595,0.8841698841698842,0.8392217029059135,0.04388172807870337,5
2.7349900722503664,0.3857832455528596,0.12174358367919921,0.01639157122996983,800,5,1,log2,5,balanced_subsample,"{'n_estimators': 800, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 5, 'class_weight': 'balanced_subsample'}",0.7616541353383459,0.8639097744360902,0.8305019305019306,0.8563706563706565,0.8911196911196911,0.8407112375533428,0.043996947765156176,3
1.6731747150421143,0.03843324595506786,0.09490337371826171,0.009189972814252044,500,5,2,sqrt,30,balanced_subsample,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 30, 'class_weight': 'balanced_subsample'}",0.7462406015037595,0.8469924812030075,0.8204633204633205,0.8509652509652509,0.8845559845559846,0.8298435277382646,0.046499686647411345,26
